city,lat,lng
Cinco Ranch,29.7395,-95.7607
Wolf Trap,38.9395,-77.2842
Chickasha,35.041,-97.9472
New Milford,40.9337,-74.0196
Kings Park,40.8887,-73.2452
Groveland,28.6021,-81.8204
Ojus,25.9563,-80.1606
East Riverdale,38.96,-76.9108
Mount Pleasant,33.1613,-94.9717
River Falls,44.861,-92.6248
Four Corners,44.9291,-122.9731
Hernando,34.85,-89.9922
Hillcrest Heights,38.8373,-76.9641
Ripon,37.7417,-121.131
Monroe,33.799,-83.716
Adelphi,39.0017,-76.9649
Rio Linda,38.6876,-121.4418
Bluffdale,40.4744,-111.9381
Storrs,41.8045,-72.2552
Hazel Park,42.4619,-83.0977
Burley,42.5379,-113.793
Aurora,41.3118,-81.345
Donna,26.1467,-98.0559
Stanford,37.4252,-122.1674
Red Wing,44.5816,-92.6036
Fallon,39.4738,-118.778
Fairview Heights,38.5974,-90.0053
Celina,33.3188,-96.7865
Gun Barrel City,32.3277,-96.1287
Morton,40.6136,-89.4669
Port Jervis,41.3783,-74.6909
Red Hill,33.7777,-79.0111
Kaukauna,44.2776,-88.2645
Addison,32.959,-96.8355
Fort Thomas,39.0802,-84.4518
Mebane,36.0857,-79.2763
Mount Holly,35.3136,-81.0072
Conyers,33.6645,-83.9966
East San Gabriel,34.1198,-118.0807
Centerton,36.3567,-94.2971
Stuart,27.1958,-80.2438
Sikeston,36.8865,-89.587
Sulphur Springs,33.1421,-95.6124
Vincent,34.0982,-117.9238
Boulder City,35.8407,-114.9257
Centralia,38.5223,-89.1233
Dixon,41.8439,-89.4794
Troutdale,45.5372,-122.3955
Mount Clemens,42.5976,-82.882
Fairview Park,41.4419,-81.853
Discovery Bay,37.9071,-121.6076
Stallings,35.1088,-80.6597
Cambridge,45.5612,-93.2283
Frankfort,40.281,-86.5213
Westchester,41.8492,-87.8906
Center Point,33.6446,-86.6851
Canyon,34.9877,-101.9178
West Haven,41.2082,-112.054
Washougal,45.5822,-122.3448
Bridgeview,41.7403,-87.8067
Troy,38.9708,-90.9715
Cherryland,37.6792,-122.1038
Lebanon,40.0324,-86.4551
Griffith,41.5279,-87.424
Villa Rica,33.7305,-84.917
Alma,43.38,-84.6556
Fort Leonard Wood,37.7562,-92.1274
Long Beach,30.3608,-89.165
Lady Lake,28.9241,-81.9299
Aberdeen,39.5146,-76.173
Welby,39.8403,-104.9655
Indianola,41.3629,-93.5652
Washington,35.5587,-77.0545
Phelan,34.4398,-117.5248
Lakeway,30.3547,-97.9854
Dyer,41.4976,-87.509
Archer Lodge,35.6907,-78.3749
Niceville,30.5291,-86.4754
Clearlake,38.959,-122.633
Fillmore,34.3989,-118.9181
Hood River,45.7092,-121.5258
Bellevue,44.4593,-87.9554
Spanish Springs,39.6567,-119.6695
New Haven,41.0675,-85.0175
New River,33.8835,-112.0858
Sayville,40.7478,-73.084
Millbrook,32.5028,-86.3737
Walnut Park,33.9683,-118.222
Carthage,37.1503,-94.3225
Prospect Heights,42.1039,-87.9267
King City,36.2166,-121.133
Opa-locka,25.8997,-80.2551
Pataskala,40.011,-82.7155
Sunset,25.7061,-80.353
Grandville,42.9003,-85.7564
Hibbing,47.3981,-92.9487
Sarasota Springs,27.3092,-82.4788
Laguna Woods,33.6098,-117.7299
Hope Mills,34.969,-78.9559
Floral Park,40.7226,-73.7029
Sierra Vista Southeast,31.4525,-110.216
White Center,47.5086,-122.348
Wilmington Island,32.0036,-80.9752
Easthampton,42.2652,-72.672
Humble,29.9921,-95.2655
Parkway,38.4993,-121.452
Payson,34.2434,-111.3195
Port Washington,40.8268,-73.6764
Circleville,39.6063,-82.9334
East Rancho Dominguez,33.895,-118.1956
Fullerton,40.6308,-75.4834
Sterling,40.6206,-103.1925
South River,40.4455,-74.3784
Powder Springs,33.8659,-84.6838
Flowing Wells,32.2937,-111.011
Purcellville,39.1378,-77.7109
Greenwood Village,39.6152,-104.913
Eggertsville,42.9665,-78.8065
Farmingville,40.8389,-73.0401
Andrews,32.3208,-102.552
Blytheville,35.9321,-89.9051
Shively,38.197,-85.8136
North Arlington,40.7875,-74.1273
Mitchell,43.7296,-98.0337
McFarland,35.6781,-119.2414
Graham,36.0596,-79.3892
Palmetto Estates,25.6211,-80.3616
Tanque Verde,32.2687,-110.7437
Elkton,39.6067,-75.8208
Parlier,36.6087,-119.5434
Three Lakes,25.6415,-80.4
Fate,32.9429,-96.3858
Riverdale,33.564,-84.4103
Fort Mohave,35.0004,-114.5748
Chubbuck,42.9261,-112.4624
West University Place,29.7157,-95.4321
Newton,41.6964,-93.0402
Miami,36.8877,-94.8718
McMinnville,35.6863,-85.7812
Longwood,28.7014,-81.3487
Overland,38.6966,-90.3689
Dunn,35.3113,-78.6129
Houghton,47.1119,-88.5672
Ladson,33.0092,-80.1078
Blackfoot,43.194,-112.3455
Buford,34.1185,-83.9916
Lake Geneva,42.5824,-88.4281
Harrison,39.2582,-84.7868
La Grande,45.3243,-118.0865
East Highland Park,37.577,-77.3865
Glen Allen,37.666,-77.4838
Seven Oaks,34.0474,-81.1434
Groves,29.9457,-93.9164
Mastic,40.8098,-72.8479
Hermitage,41.2305,-80.4414
Cloverly,39.1065,-76.9993
Talladega,33.4329,-86.0976
Hartford,43.3223,-88.3782
Holly Springs,34.1685,-84.4845
Belvedere Park,33.7488,-84.2598
Hayden,47.768,-116.8039
Middleburg Heights,41.3695,-81.8151
La Palma,33.8504,-118.0406
Mount Vernon,38.314,-88.9174
Avocado Heights,34.0381,-118.0026
Pacific Grove,36.6192,-121.9255
Asbury Park,40.2226,-74.0119
Pulaski,37.0528,-80.7624
Northview,43.0427,-85.6016
Bellmore,40.6569,-73.5285
Berkley,42.4986,-83.1853
Washington,40.7587,-74.9825
Westbury,40.7599,-73.5891
Grosse Pointe Woods,42.4366,-82.8987
Hueytown,33.4237,-87.022
La Grange,41.8072,-87.8741
Aldine,29.9122,-95.3785
Bradley,41.1641,-87.8452
Southchase,28.3793,-81.3903
Wilkinsburg,40.4442,-79.8733
Kerman,36.7249,-120.0625
Hugo,45.1671,-92.9588
Fords,40.5415,-74.3124
Damascus,39.2737,-77.2006
South Farmingdale,40.7175,-73.4471
Mineral Wells,32.8169,-98.0776
Bay Village,41.4851,-81.9315
Candelaria,18.4043,-66.2175
Elk Plain,47.0448,-122.3671
Weston,44.8905,-89.5487
Hereford,34.8232,-102.4001
Galion,40.7385,-82.7792
College Park,33.6363,-84.464
Dentsville,34.0754,-80.9546
Grovetown,33.4504,-82.2073
Pleasanton,28.9643,-98.4957
Great Bend,38.3593,-98.8016
Gantt,34.7837,-82.4027
Rossville,39.3572,-76.4767
Englewood,26.9603,-82.3535
West Park,25.984,-80.1923
Jamestown,46.9063,-98.6936
North New Hyde Park,40.746,-73.6876
West Richland,46.3115,-119.3998
Park City,40.6505,-111.502
Oldsmar,28.0507,-82.6698
Washington Court House,39.5383,-83.4279
Coto de Caza,33.5961,-117.5862
Seaford,40.6678,-73.4922
Kenmore,42.9646,-78.8713
Depew,42.9117,-78.7044
Susanville,40.4205,-120.6129
Vandalia,39.879,-84.193
Willow Grove,40.1495,-75.1178
Ocean Pointe,21.3145,-158.0289
Fort Carson,38.7403,-104.784
Beech Grove,39.7157,-86.0871
Hewitt,31.452,-97.196
Newport,39.0855,-84.4868
Tehachapi,35.1274,-118.4749
Astoria,46.1856,-123.8053
Alamo,37.8546,-122.013
Taft,35.1267,-119.4242
Ferndale,48.8525,-122.5893
Livingston,37.3875,-120.7248
Whitewater,42.8372,-88.7341
Clarksdale,34.1971,-90.5729
West Lealman,27.8191,-82.7385
Franklin Park,40.5903,-80.0999
Ramsey,41.0595,-74.1454
New Freedom,39.7353,-76.6967
Alpine,32.8439,-116.7585
Great Falls,39.011,-77.3013
Yankton,42.8901,-97.3926
London,39.8936,-83.4376
New Cassel,40.76,-73.5649
Salem Lakes,42.5366,-88.1307
Brooklyn Park,39.217,-76.6174
Hampton Bays,40.8692,-72.5227
Jackson,37.3792,-89.6521
Yazoo City,32.8618,-90.4067
Mount Washington,38.043,-85.5549
Jacksonville,31.9642,-95.2617
California,38.2969,-76.4949
Grimes,41.6776,-93.7946
Bellair-Meadowbrook Terrace,30.1796,-81.7375
Lamont,35.2651,-118.9159
Lebanon,37.6717,-92.6603
Hot Springs Village,34.6568,-92.9644
St. Simons,31.1774,-81.3857
Campbellsville,37.3446,-85.3511
Bedford,38.8602,-86.4895
Nocatee,30.0918,-81.4097
Tonawanda,43.0105,-78.8805
Cambridge,40.0221,-81.5868
Lemon Hill,38.5172,-121.4573
Kemp Mill,39.0412,-77.0215
Calera,33.1249,-86.745
Youngsville,30.0964,-91.9963
Royse City,32.9762,-96.3175
Azalea Park,28.5473,-81.2956
Hartsville,34.3676,-80.0833
Worthington,40.0949,-83.021
Las Vegas,35.6011,-105.2206
Pierre,44.3748,-100.3205
Southern Pines,35.1927,-79.404
Hershey,40.2806,-76.6458
Berea,34.8802,-82.4653
Saraland,30.8478,-88.1004
El Dorado,37.8209,-96.8614
Manor,30.3562,-97.5228
Williamstown,39.6874,-74.9786
Paradise Valley,33.5434,-111.9595
Pewaukee,43.0701,-88.2411
Falls Church,38.8847,-77.1751
Gonzalez,30.5822,-87.2906
Port Orchard,47.5163,-122.661
Forest City,28.6619,-81.4443
Muscle Shoals,34.7436,-87.6344
Jennings,38.723,-90.2644
Henderson,32.1576,-94.796
Connersville,39.6581,-85.141
Royal Kunia,21.4053,-158.0318
Metuchen,40.5424,-74.3628
Grain Valley,39.0168,-94.2085
Mount Dora,28.8143,-81.6344
Glasgow,37.0047,-85.9263
Fraser,42.5388,-82.9496
Ewa Beach,21.3181,-158.0073
Sun Lakes,33.2172,-111.8695
Corinth,34.9474,-88.5143
Hartselle,34.4391,-86.94
Thonotosassa,28.0465,-82.291
Fostoria,41.1601,-83.412
Tenafly,40.9175,-73.9531
Halawa,21.3753,-157.9185
Chaparral,32.0442,-106.4061
Scottsboro,34.6438,-86.0491
Lockhart,28.6271,-81.4354
Thibodaux,29.7941,-90.8163
Washington,38.5514,-91.0151
Bradley Gardens,40.5711,-74.6678
Greenlawn,40.863,-73.3642
Robbinsdale,45.0261,-93.3332
Clewiston,26.7529,-80.9399
North Fair Oaks,37.4754,-122.2035
Warren,41.8433,-79.1445
Chippewa Falls,44.9358,-91.3902
Ocean View,38.5355,-75.0984
Glasgow,39.6015,-75.7474
Bridgetown,39.1551,-84.6359
Warrington,30.3821,-87.2944
Cayey,18.115,-66.163
Midlothian,41.6254,-87.7243
Summerfield,38.9042,-76.8678
Hollins,37.3434,-79.9535
Mountain Home,36.3348,-92.3846
Alexander City,32.9242,-85.9361
Camden,34.2565,-80.6087
Toppenish,46.3806,-120.3123
Ozark,31.4508,-85.6473
Douglas,31.5065,-82.8543
North Auburn,38.9306,-121.0821
Mill Valley,37.9085,-122.5421
Tamaqua,40.8033,-75.9344
Destin,30.395,-86.4701
Salida,37.7145,-121.087
Lewisville,36.103,-80.4164
Kings Park West,38.8151,-77.296
Stone Ridge,38.9295,-77.5553
East Wenatchee,47.4174,-120.2822
Lindenhurst,42.4175,-88.0257
Phillipsburg,40.6895,-75.1821
Covington,33.6049,-83.8465
Jefferson Valley-Yorktown,41.3179,-73.8007
Rincon,32.2947,-81.2353
California City,35.1578,-117.8721
Taos,36.3871,-105.5804
Fairview,40.8182,-74.0022
Hopatcong,40.9541,-74.6593
Hidalgo,26.109,-98.2463
Cambridge,38.5515,-76.0786
Gardendale,33.6678,-86.8069
Antioch,42.4742,-88.0721
Johnson City,42.123,-75.9624
Hawaiian Gardens,33.8303,-118.0728
Hendersonville,35.3242,-82.4576
Norridge,41.9637,-87.8231
Seabrook,29.5751,-95.0236
Crowley,30.2175,-92.3752
Sauk Rapids,45.5981,-94.1539
Greendale,42.9371,-88.0018
Lockhart,29.8785,-97.6831
New Franklin,40.9525,-81.5838
Chelsea,33.3255,-86.6299
Ionia,42.9772,-85.0727
Pineville,31.3414,-92.4096
Iona,26.516,-81.9601
Cleveland,33.744,-90.7285
Greensburg,40.3113,-79.5444
Middleburg,30.0502,-81.9011
Willowick,41.6343,-81.468
Harrison,36.2438,-93.1198
Chesterton,41.5997,-87.0548
Steamboat Springs,40.4777,-106.8243
Black Forest,39.0608,-104.6752
Fort Payne,34.4557,-85.6965
Cherry Hill Mall,39.9384,-75.0117
Fruitville,27.3328,-82.4616
Lakewood Park,27.539,-80.3865
Callaway,30.1348,-85.5568
Oatfield,45.4127,-122.5942
Waunakee,43.1829,-89.4445
Wixom,42.5244,-83.5346
Luling,29.9008,-90.3523
Canton,32.5975,-90.0317
Pell City,33.5609,-86.2669
Waimalu,21.3913,-157.9345
Pecos,31.4046,-103.5057
Bay St. Louis,30.3281,-89.3774
Belle Chasse,29.8472,-90.0069
Havre de Grace,39.5481,-76.1145
Monroe,39.4461,-84.3666
D'Iberville,30.4709,-88.9011
Cayce,33.9458,-81.0433
Effingham,39.1207,-88.5508
Santaquin,39.9711,-111.7937
Hobe Sound,27.0729,-80.1425
Wauchula,27.5469,-81.8101
Colesville,39.073,-77.0009
Dayton,30.0292,-94.9038
Reidsville,36.3377,-79.6727
Hutchinson,44.8856,-94.3768
Dallas,33.9153,-84.8416
Franklin Park,40.4439,-74.5432
Beacon,41.5036,-73.9655
Dumas,35.8613,-101.9642
Raymondville,26.4759,-97.7769
Frederick,40.1089,-104.9694
Olympia Heights,25.7241,-80.339
Artesia,32.8492,-104.4274
North Mankato,44.1813,-94.0387
Glenpool,35.9485,-96.0052
Oil City,41.4282,-79.7035
Hammonton,39.6572,-74.7678
New Kingman-Butler,35.2645,-114.0091
Chicago Ridge,41.7034,-87.7795
Deming,32.2631,-107.7525
Big Rapids,43.6992,-85.4806
Miami Springs,25.8195,-80.2894
Fulshear,29.693,-95.8792
South Venice,27.0434,-82.4152
Allouez,44.4721,-88.0261
Princeton,33.1778,-96.5044
Baraboo,43.4695,-89.7376
Jericho,40.7875,-73.5416
Collingswood,39.916,-75.0759
El Sobrante,33.8724,-117.4625
Cahokia,38.5649,-90.1792
Springdale,39.8769,-74.9723
Oak Island,33.9434,-78.1366
Gramercy,30.061,-90.6928
Atlantic Beach,30.3371,-81.4128
Teays Valley,38.4482,-81.924
Ephrata,40.1812,-76.1811
Oak Park,34.1849,-118.7669
Richmond Hill,31.9013,-81.3125
Brandermill,37.434,-77.6522
Forrest City,35.0135,-90.7931
Sun Village,34.5596,-117.9559
Moorestown-Lenola,39.9659,-74.9643
Fergus Falls,46.2853,-96.076
Whitefish Bay,43.1132,-87.9004
Bexley,39.965,-82.9343
Conneaut,41.9278,-80.5685
Thomaston,32.8908,-84.3271
Levelland,33.5806,-102.3636
Palmetto,27.5251,-82.575
Harper Woods,42.439,-82.9292
Piney Green,34.7498,-77.3208
Fort Campbell North,36.6554,-87.4658
Princeton Meadows,40.3332,-74.5628
Highland Park,40.5006,-74.4283
Hickory Hills,41.7248,-87.8281
Forest Park,41.8683,-87.8157
Beach Park,42.4261,-87.8584
East Milton,30.6175,-86.9636
Sharonville,39.2825,-84.4071
West Freehold,40.2324,-74.2943
Middlesex,40.5744,-74.5011
Spring Creek,40.7386,-115.5971
St. James,40.8761,-73.1521
Maumee,41.5696,-83.6636
Lawrenceburg,38.0332,-84.9032
Brevard,35.2439,-82.7264
Soddy-Daisy,35.2571,-85.1739
Moberly,39.419,-92.4365
Port Clinton,41.5096,-82.9385
Canton,40.5632,-90.0409
Waianae,21.4569,-158.1759
Vadnais Heights,45.057,-93.0748
Wood Dale,41.9666,-87.9807
Brecksville,41.3079,-81.6193
New Providence,40.6996,-74.4034
Roselle Park,40.6653,-74.2666
Shiloh,38.5534,-89.916
Rantoul,40.3031,-88.1549
Colonial Park,40.2997,-76.8068
Broadlands,39.0168,-77.5167
Washington,38.6587,-87.1591
Hazel Crest,41.5732,-87.6899
Price,39.604,-110.8004
LaBelle,26.7219,-81.4506
Alpena,45.074,-83.4399
Conway,28.4968,-81.3316
Kettering,38.8888,-76.789
Rocky Point,40.9357,-72.9364
Elizabethton,36.3367,-82.2369
Wauconda,42.2748,-88.1359
Lake Forest Park,47.7574,-122.2865
Avenal,36.0311,-120.1162
Rogers,45.1865,-93.5783
Marshall,44.4488,-95.7897
Jensen Beach,27.2438,-80.2423
Fruita,39.1549,-108.7307
Homosassa Springs,28.8118,-82.5392
Middlesborough,36.6127,-83.7227
Red Oak,32.5207,-96.7864
Olivehurst,39.0817,-121.5549
Big Bear City,34.2536,-116.7903
Grover Beach,35.1204,-120.6199
Marion,35.6774,-82.0013
Fortuna,40.5862,-124.1419
Santa Fe,29.3892,-95.1005
North Valley,35.1736,-106.6231
Lindale,32.4934,-95.4069
Englewood,39.8644,-84.3071
Lakeland South,47.2784,-122.283
Washington,40.174,-80.2466
Jasper,33.8503,-87.2708
Short Hills,40.7389,-74.3278
Huron,44.3622,-98.2102
Sault Ste. Marie,46.4817,-84.3723
Andover,37.6869,-97.1354
Brookside,39.6666,-75.7153
South Park Township,40.2989,-79.9944
Mountain Park,33.8458,-84.1313
Carpinteria,34.3962,-119.5118
Glenn Heights,32.5506,-96.8548
Powell,40.1684,-83.0826
Lyndhurst,41.5172,-81.4922
Artondale,47.3024,-122.6391
Edgewater,40.8237,-73.974
Glenn Dale,38.9833,-76.804
Western Springs,41.8022,-87.9006
Okmulgee,35.6136,-96.0069
DeRidder,30.8467,-93.2931
Azle,32.8955,-97.5379
Vidalia,32.2125,-82.4019
Swansea,38.5507,-89.9859
Moss Point,30.424,-88.5289
Fort Morgan,40.2538,-103.7909
Dardenne Prairie,38.7566,-90.732
River Ridge,29.9593,-90.2202
Huntington,38.7916,-77.074
Newark,43.0418,-77.093
Mounds View,45.1071,-93.2076
Jefferson,34.1373,-83.6021
Rochester,42.6866,-83.1198
Solana Beach,32.9942,-117.2575
Nesconset,40.8467,-73.1522
Richton Park,41.4816,-87.7387
Palos Verdes Estates,33.7871,-118.3976
Woodinville,47.7569,-122.1478
Manorville,40.8575,-72.7915
Bellefontaine,40.3627,-83.763
Timberlake,37.3167,-79.2482
Channahon,41.4213,-88.2593
Port Royal,32.3557,-80.7029
Verona,42.9893,-89.5383
Bensville,38.6176,-77.0077
Clayton,39.8689,-84.3292
East Islip,40.7275,-73.1861
New Ulm,44.3121,-94.4686
Newington,38.7358,-77.1993
Baker,30.5833,-91.1581
Cedar Lake,41.3697,-87.4383
Globe,33.3869,-110.7515
La Grange Park,41.8308,-87.8723
Newton,35.663,-81.2333
Warrenville,41.821,-88.1857
Hockessin,39.7837,-75.6815
Rendon,32.5789,-97.235
Sandpoint,48.2822,-116.5613
Loveland,39.2679,-84.2731
Shorewood,43.0914,-87.8864
Trenton,39.4792,-84.462
Coolidge,32.9395,-111.5261
North Palm Beach,26.8216,-80.0576
Stoughton,42.9234,-89.2215
Mount Vernon,38.714,-77.1043
Warrensville Heights,41.4363,-81.5222
Worthington,43.6281,-95.599
Plover,44.4614,-89.5383
Martinsville,39.4228,-86.4208
Mahomet,40.1885,-88.3904
Superior,39.9341,-105.1588
Lone Tree,39.5309,-104.871
Montgomeryville,40.2502,-75.2405
South Daytona,29.1656,-81.0056
Riverdale,41.6441,-87.6365
Lumberton,30.2562,-94.2071
Villas,26.5504,-81.8679
Coatesville,39.9849,-75.8199
Moody,33.5986,-86.4963
McPherson,38.3714,-97.6605
Fort Lewis,47.0955,-122.5672
Davidson,35.4846,-80.8252
Edgewood,47.2309,-122.2832
Suamico,44.6352,-88.0664
San Marino,34.1224,-118.1132
Portland,36.5883,-86.5194
Fort Drum,44.0451,-75.7847
Chatham,39.6733,-89.6938
Lakeland Village,33.648,-117.3706
Bellefonte,40.9141,-77.7683
Forest Hill,32.6619,-97.2662
Vail,32.0217,-110.6937
Cypress Lake,26.5391,-81.9
Gladeview,25.8395,-80.2368
Monfort Heights,39.1822,-84.6075
Braselton,34.1088,-83.8128
Lapeer,43.0447,-83.3254
Sugarland Run,39.0309,-77.3762
Dunmore,41.4152,-75.6072
Georgetown,31.9849,-81.226
Kittanning,40.8279,-79.5233
Vinings,33.8608,-84.4686
Sharon,41.234,-80.4997
Claremont,43.379,-72.3368
New Carrollton,38.9654,-76.8773
Oakland,41.0313,-74.2408
Verde Village,34.7122,-111.9943
Ridgefield Park,40.8543,-74.0201
Irondale,33.544,-86.6599
Lake Wylie,35.0997,-81.0677
Sturgis,41.7995,-85.4182
Loganville,33.8353,-83.8957
Lawrenceburg,39.0986,-84.8713
Lakeland North,47.3374,-122.2812
West Carrollton,39.6701,-84.2542
Finneytown,39.2159,-84.5145
Ridge,40.9068,-72.8816
Glen Carbon,38.758,-89.983
Key Biscayne,25.6908,-80.1653
Marshall,39.1147,-93.201
Lake Tapps,47.2307,-122.1694
Spearfish,44.4912,-103.8167
Federal Heights,39.8651,-105.0154
Cornelius,45.519,-123.0514
Cedartown,34.0223,-85.2479
Cloquet,46.7221,-92.4923
Weigelstown,39.9843,-76.8315
Kingston,41.2652,-75.8875
Lilburn,33.8887,-84.1379
South Sioux City,42.4627,-96.4126
Maryville,40.3428,-94.8701
Ardmore,40.0033,-75.2947
Franklin,29.7851,-91.5098
University Heights,41.4948,-81.5348
College,64.8694,-147.8217
Lahaina,20.8848,-156.6618
Glendale,43.1288,-87.9277
Terryville,40.909,-73.0492
Othello,46.8221,-119.1652
Gulf Shores,30.2759,-87.7013
Wilton Manors,26.1593,-80.1395
Yulee,30.635,-81.5678
Athens,32.2041,-95.8321
Jupiter Farms,26.9224,-80.2187
Tarboro,35.9046,-77.5563
Wickliffe,41.6072,-81.469
Elgin,30.352,-97.3879
Mercerville,40.236,-74.6916
La Homa,26.2773,-98.3579
Dover,40.5302,-81.4805
Greenville,40.1043,-84.6209
Borger,35.6598,-101.4012
Bonita,32.6652,-117.0295
Charlotte,42.5662,-84.8304
Broussard,30.1393,-91.9538
Dorado,18.4657,-66.2724
Herrin,37.7983,-89.0305
Manatí,18.4283,-66.4823
Choctaw,35.48,-97.2666
Manvel,29.4793,-95.3659
Los Alamos,35.8926,-106.2862
Oregon,42.9253,-89.3892
Commerce,33.9963,-118.1519
Taylorville,39.5328,-89.2804
Riviera Beach,39.1628,-76.5263
Port Neches,29.9765,-93.946
Prineville,44.2985,-120.8607
Lakeland,35.2585,-89.7308
Peru,40.7594,-86.0757
White House,36.4648,-86.6665
Clarkston,33.8117,-84.2404
Keokuk,40.4095,-91.403
St. Ann,38.7266,-90.3872
Mastic Beach,40.7679,-72.8375
Justice,41.7495,-87.8345
Elfers,28.214,-82.723
Fulton,38.8551,-91.9511
Minneola,28.6067,-81.7322
Oskaloosa,41.2922,-92.6403
Urbana,39.3237,-77.3411
Grand Terrace,34.0312,-117.3132
Panama City Beach,30.2369,-85.8775
Woodland Park,40.8905,-74.1945
Lantana,26.5834,-80.0564
Richmond,29.5825,-95.7602
Jackson,43.4721,-110.7745
Fredericksburg,30.2661,-98.8749
Muscoy,34.155,-117.3477
Belmont,35.2211,-81.0402
Annapolis Neck,38.9408,-76.4997
Jacksonville,33.8088,-85.7545
Endicott,42.098,-76.0639
Cheney,47.4901,-117.579
Palos Heights,41.6637,-87.7959
Boone,42.053,-93.877
North St. Paul,45.0137,-92.9995
Ocean Pines,38.3825,-75.1475
Cherry Creek,39.6094,-104.8645
Río Grande,18.3789,-65.8388
Paris,38.2016,-84.2719
Irmo,34.1018,-81.1957
San Anselmo,37.9821,-122.5699
Marysville,39.1518,-121.5835
Woodhaven,42.132,-83.2374
Bedford,41.3919,-81.5359
Trophy Club,33.0038,-97.1897
Riverton,43.0421,-108.414
Shepherdsville,37.9806,-85.6999
Plymouth,41.3483,-86.3187
Manchester,35.463,-86.0774
Waconia,44.8412,-93.7927
Stony Brook,40.906,-73.1278
St. Peter,44.3296,-93.9659
Kelso,46.1236,-122.891
Elkhorn,42.6711,-88.5377
Gatesville,31.4419,-97.7351
Goldenrod,28.6114,-81.2916
Virginia,47.5169,-92.5128
Chino Valley,34.7593,-112.4107
Lakeside,37.6133,-77.4768
Newington Forest,38.7371,-77.2339
Blue Ash,39.248,-84.3827
Lewisburg,35.4494,-86.7897
Wilmington,39.4387,-83.8184
Harrison,44.1935,-88.2941
Holly Hill,29.2443,-81.0463
Lansdowne,39.0846,-77.4839
Minnehaha,45.6577,-122.6204
New Baltimore,42.6903,-82.7398
Gulfport,27.7463,-82.71
Forestville,38.8518,-76.8708
Derby,41.3265,-73.0833
Kewanee,41.2399,-89.9263
Orange City,28.9347,-81.2881
Lakeland Highlands,27.9572,-81.9496
Bastrop,32.7749,-91.9058
Gladstone,45.3864,-122.5933
Patchogue,40.7621,-73.0185
Winnetka,42.1064,-87.7421
Markham,41.6,-87.6905
Marion,35.2041,-90.2061
Oak Hills,45.5403,-122.8413
Leon Valley,29.4954,-98.6143
Joppatowne,39.4181,-76.3516
West Plains,36.7378,-91.868
Delhi,37.4306,-120.7759
Winchester,35.1898,-86.1074
Newcastle,47.5303,-122.1633
New Kensington,40.5711,-79.7521
Beatrice,40.2737,-96.7454
Poquoson,37.1318,-76.3569
Clayton,37.9403,-121.9301
St. Marys,41.4574,-78.5342
Ottawa,38.6,-95.2642
Larkspur,37.9393,-122.5313
Cottonwood,34.7192,-112.0014
Mays Chapel,39.4343,-76.6516
Shady Hills,28.4042,-82.5467
Lincolnwood,42.0054,-87.7329
Arkansas City,37.0726,-97.0385
Elon,36.1014,-79.5085
Palmer,42.1888,-72.3112
West Monroe,32.512,-92.1513
Parker,34.8514,-82.4512
Batesville,35.7687,-91.6226
Amherst,41.4022,-82.2303
Grenada,33.7816,-89.813
Ishpeming,46.4862,-87.6658
Jesup,31.5992,-81.8895
Ringwood,41.1064,-74.2749
Overlea,39.3642,-76.5176
Speedway,39.7937,-86.2479
Enumclaw,47.2017,-121.9897
Neosho,36.8441,-94.3756
Wells Branch,30.4432,-97.6792
Lincoln City,44.9751,-124.0073
North Merrick,40.6871,-73.5615
Northlake,41.9143,-87.9054
Eatontown,40.2913,-74.0558
Newport,44.6242,-124.0513
Home Gardens,33.8784,-117.5116
Freeport,28.9454,-95.3601
Webb City,37.1413,-94.4676
Salisbury,40.7454,-73.5604
Woodward,36.4247,-99.4057
Melissa,33.2891,-96.5573
Brock Hall,38.8617,-76.7549
James Island,32.7353,-79.9396
Kingsburg,36.5245,-119.5602
Platteville,42.728,-90.4676
Eureka,38.5015,-90.6492
Lovington,32.9125,-103.3277
Emeryville,37.8382,-122.2932
Little Chute,44.2905,-88.3206
Bainbridge,30.9046,-84.5727
Sedro-Woolley,48.5112,-122.2321
Minden,32.6187,-93.2762
Grantsville,40.6148,-112.4777
Somerville,40.5696,-74.6092
Middle Valley,35.1877,-85.1958
Union Park,28.5645,-81.2354
South Charleston,38.3482,-81.711
Fairfax Station,38.7942,-77.3358
Leeds,33.5429,-86.5636
Holiday City-Berkeley,39.9639,-74.2787
East Bethel,45.3557,-93.2038
Festus,38.2192,-90.4095
Riverview,42.1728,-83.1935
Smithfield,41.8347,-111.8266
Weatherford,35.5384,-98.6872
Miller Place,40.9374,-72.9864
Spring Lake,35.1842,-78.9959
Folkston,30.8393,-82.0073
Macedonia,41.3147,-81.4989
Carnot-Moon,40.5187,-80.2178
Jerome,42.7183,-114.5159
Prairie Ridge,47.1443,-122.1408
Hasbrouck Heights,40.8618,-74.0741
Union,38.44,-90.9927
Hamilton Square,40.2248,-74.6526
Moncks Corner,33.1631,-80.0135
Goulds,25.5614,-80.388
Newton,41.0534,-74.7527
Maltby,47.8027,-122.1044
Garden City,43.6526,-116.2743
Somersworth,43.2534,-70.8856
Norton,41.0294,-81.6461
Red Bank,40.3481,-74.0672
Ellwood City,40.8619,-80.283
Glenwood Springs,39.5455,-107.3346
Greensburg,39.3515,-85.5024
Tucson Estates,32.1792,-111.1254
